ID,Title,Link,Published Date,Summary,Category
86,Even a grocery store is offering free streaming perks now,https://qz.com/kroger-disney-plus-membership-streaming-1851667620,2024-10-08 14:12:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/fba2ae1b42a767e45897a9872cd060ca.jpg"" /><p>Kroger (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/KR"" rel=""noopener noreferrer"" target=""_blank"">KR</a>), the nation’s largest grocer, is now helping cover some of its customers’ streaming subscriptions.<br /></p><p><a href=""https://qz.com/kroger-disney-plus-membership-streaming-1851667620"">Read more...</a></p>",Others
87,10 cities where low mortgage rates have homeowners locked in 'golden handcuffs',https://qz.com/homeowners-mortgage-rates-golden-handcuffs-lock-in-1851667517,2024-10-08 14:00:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a7da16e68789dadee277991c3c0f5d7d.jpg"" /><p>Despite signs that the <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/housing-market-mortgage-rates-lock-in-effect-listings-1851632607?rev=1724771767980"" rel=""noopener noreferrer"" target=""_blank"">“lock-in” effect is beginning to fade</a>, many homeowners that snagged rock-bottom mortgage rates during the pandemic are still waiting on rates to fall again before making a move.<br /></p><p><a href=""https://qz.com/homeowners-mortgage-rates-golden-handcuffs-lock-in-1851667517"">Read more...</a></p>",Others
88,Tesla's big robotaxi event might not even have real cars,https://qz.com/tesla-robotaxi-event-elon-musk-self-driving-cars-evs-1851667564,2024-10-08 13:28:25,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b0d96357fc1c11f2f90813c8ba7bc07e.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/tesla-can-t-even-make-full-self-driving-work-in-a-tunne-1851634303"">Tesla</a> has big plans to release a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/a-robotaxi-wont-solve-teslas-mounting-issues-1851473930"">company-saving robotaxi</a> next week, leveraging the <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/even-elon-musk-s-lawyers-don-t-think-autonomous-teslas-1851665228"">incredible advantage in autonomous technology</a> that <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/tesla-s-full-self-driving-tech-isn-t-just-around-the-c-1851485259"">the company swears it has</a> in order to prevent <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/silicon-valley-tech-bros-are-out-on-tesla-1851651247"">the whole house of cards from tumbling down</a>. The Tesla faithful hoping to see a real life robotaxi might be disappointed, however: New…</p><p><a href=""https://qz.com/tesla-robotaxi-event-elon-musk-self-driving-cars-evs-1851667564"">Read more...</a></p>",Others
89,SpaceX says it could launch Starship soon if the FAA lets it,https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523,2024-10-08 13:15:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e67c1a1babb5c373196357f7590990c8.jpg"" /><p>Elon Musk’s SpaceX has said it could launch its next test of the Starship megarocket as soon as Oct. 13 — as long as it gets regulatory approval from the Federal Aviation Administration (FAA).</p><p><a href=""https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523"">Read more...</a></p>",Others
90,Uber will use ChatGPT to get more people to use EVs,https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513,2024-10-08 13:13:47,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2d6d7bca90e7c3b1a690761e879150ba.jpg"" /><p>Uber (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/UBER"" rel=""noopener noreferrer"" target=""_blank"">UBER</a>) is looking to encourage users and drivers to opt for electric vehicles.<br /></p><p><a href=""https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513"">Read more...</a></p>",Others
91,"Everything to know about Nvidia, from the stock to its AI chips",https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728,2024-10-08 09:00:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e989a78d92952961ce408539c230caf9.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/nvidia-history-origin-ai-chip-jensen-huang-1851372906"" rel=""noopener noreferrer"" target=""_blank"">Nvidia</a> has emerged as one of the hottest <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-artificial-intelligence-glossary-vocabulary-terms-1851422473"" rel=""noopener noreferrer"" target=""_blank"">artificial intelligence</a> stocks on the market. The 31-year-old company’s meteoric rise is largely due to <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-stocks-dot-com-bubble-nvidia-google-microsoft-amazon-1851407019"" rel=""noopener noreferrer"" target=""_blank"">the recent AI boom</a>, which revealed the unexpected potential of its core product, the graphics processing units (GPUs), for AI development.<br /></p><p><a href=""https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728"">Read more...</a></p>",Others
92,Why are the world's wealthiest families flocking to family offices?,https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724,2024-10-08 09:00:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/125a249558f2ae52fe8d92e668479a9d.jpg"" /><p>The wealthiest families in the world are increasingly investing their portfolios into risk assets rather than cash, a recent survey of more than 338 family offices revealed.<br /></p><p><a href=""https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724"">Read more...</a></p>",Others
93,The top 10 mental health apps to try on World Mental Health Day,https://qz.com/calm-finch-world-mental-health-day-apps-1851666018,2024-10-08 09:00:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/963bf2891df7c3e19106b56cec7c8c98.jpg"" /><p>In honor of World Mental Health Day on October 10 and National Depression and Mental Health Screening Month, we’re highlighting apps aiming to assist the millions of people seeking to improve their mental health. In 2019, an estimated <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.who.int/publications/i/item/9789240049338"" rel=""noopener noreferrer"" target=""_blank"">970 million people</a> worldwide were living with a mental disorder, according to the…</p><p><a href=""https://qz.com/calm-finch-world-mental-health-day-apps-1851666018"">Read more...</a></p>",Others
94,Costco's gold bars are selling out fast,https://qz.com/costco-gold-bars-metal-silver-platinum-retail-consumer-1851667327,2024-10-07 22:15:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/eea1067b4d236d6ea531b3add498e85e.jpg"" /><p>In a striking display of <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/costco-platinum-bars-gold-and-silver-retail-consumers-1851663436"" rel=""noopener noreferrer"" target=""_blank"">shifting</a> consumer behavior, Costco (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/COST"" rel=""noopener noreferrer"" target=""_blank"">COST</a>) Wholesale gold bars are disappearing from shelves faster than they can be restocked. </p><p><a href=""https://qz.com/costco-gold-bars-metal-silver-platinum-retail-consumer-1851667327"">Read more...</a></p>",Others
95,FTX shareholders could get $1 billion after crypto firm is cleared to fully repay customers,https://qz.com/ftx-shareholders-billion-seized-crypto-exchange-sbf-1851667188,2024-10-07 20:51:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a0da3871c4dbf126245cc0ae4a47b7bd.jpg"" /><p>A judge has reportedly approved payments to customers of collapsed crypto exchange FTX — and its shareholders could get $1 billion in seized assets. </p><p><a href=""https://qz.com/ftx-shareholders-billion-seized-crypto-exchange-sbf-1851667188"">Read more...</a></p>",Others
96,"Christine McVie’s Fleetwood Mac scrapbook, Dianne Feinstein’s books, and an iconic Marilyn Monroe portrait: this week’s auction block roundup",https://qz.com/this-week-s-auction-block-roundup-1851667217,2024-10-07 20:19:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b08a23f0ad44536bd2d771ef878965b7.jpg"" /><p>Each week Quartz highlights the upcoming and ongoing sales at auction houses across the world. Among the items available are works of art, historical artifacts, and pop culture memorabilia that collectors won’t want to miss out on. While some of these objects go for millions, others are simultaneously affordable and…</p><p><a href=""https://qz.com/this-week-s-auction-block-roundup-1851667217"">Read more...</a></p>",Others
97,McDonald's is suing Tyson Foods for allegedly choking the beef supply chain to raise prices,https://qz.com/mcdonalds-sues-tyson-foods-jbs-cargill-beef-supply-1851667117,2024-10-07 19:56:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c05075daf60d07669013f7602b944647.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/mcdonalds-chicken-big-mac-retail-consumers-1851664859"" rel=""noopener noreferrer"" target=""_blank"">McDonald’s</a> has filed a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://fingfx.thomsonreuters.com/gfx/legaldocs/jnvwjeeakpw/McDonald's%20v%20Cargill%20-%20EDNY%20-%2020241004.pdf"" rel=""noopener noreferrer"" target=""_blank"">lawsuit</a> against Tyson Foods (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/TSN"" rel=""noopener noreferrer"" target=""_blank"">TSN</a>), JBS, and other  major meat processing companies, accusing them of colluding for years to limit beef supplies.<br /></p><p><a href=""https://qz.com/mcdonalds-sues-tyson-foods-jbs-cargill-beef-supply-1851667117"">Read more...</a></p>",Others
98,Donald Trump's plans would cut taxes on the richest 5% of America — and raise them for everyone else,https://qz.com/donald-trump-tax-cuts-wealthiest-americans-tarrifs-1851667005,2024-10-07 19:07:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/003c6e4fa140321f294be54cd74a46d5.jpg"" /><p>Former President Donald Trump has promised to slash — or scrap — a lot of taxes. But his plans to hike tariffs on imports would “more than offset” those tax cuts for all but the richest 5% of Americans, according to a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://itep.org/a-distributional-analysis-of-donald-trumps-tax-plan-2024/"" rel=""noopener noreferrer"" target=""_blank"">new analysis</a>. </p><p><a href=""https://qz.com/donald-trump-tax-cuts-wealthiest-americans-tarrifs-1851667005"">Read more...</a></p>",Others
99,Super Micro Computer stock surges 15% on big AI demand,https://qz.com/super-micro-computer-stock-shares-surge-ai-demand-gpu-1851667019,2024-10-07 19:05:36,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b0757900a5910da0c80f614a0b1b05db.jpg"" /><p>Server company Super Micro Computer (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/SMCI"" rel=""noopener noreferrer"" target=""_blank"">SMCI</a>) unveiled a new liquid cooling solution for AI data centers on Monday, while also revealing it’s shipping over 100,000 graphics processing units (GPUs) quarterly — news that sent its stock climbing more than 15% in midday trading.</p><p><a href=""https://qz.com/super-micro-computer-stock-shares-surge-ai-demand-gpu-1851667019"">Read more...</a></p>",Others
100,A hot meal on a transatlantic JetBlue flight will now cost extra,https://qz.com/jetblue-transatlantic-hot-food-cut-1851667000,2024-10-07 18:28:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/4d23d5624d6070712e3d63ca64bc48a1.jpg"" /><p>JetBlue is making a big change to its transatlantic flight offerings. CNN (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/WBD"" rel=""noopener noreferrer"" target=""_blank"">WBD</a>) reports that the company’s “core” fares flying to Europe and the U.K. will <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.cnn.com/2024/10/07/travel/jetblue-drops-hot-meals-economy-passengers/index.html"" rel=""noopener noreferrer"" target=""_blank"">no longer come</a> with hot meals.</p><p><a href=""https://qz.com/jetblue-transatlantic-hot-food-cut-1851667000"">Read more...</a></p>",Others
101,EV chargers that feel more like a gas station are coming,https://qz.com/rove-ev-charger-gas-station-california-1851667059,2024-10-07 18:21:41,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/d58fbe47c8ba02fee3d888b4ff0d6805.png"" /><p>One major key to EV adoption is creating a comprehensive charging network. Not only does it have to be <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/ev-charging-should-be-so-much-easier-1850784127?_gl=1*169sb8c*_ga*MTM0NDQ4ODA2My4xNzIyMzc4NDE0*_ga_V4QNJTT5L0*MTcyODMwMTQ1Ny4xMTguMS4xNzI4MzA1Njk0LjU3LjAuMA.."">convenient</a>, it has to be <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/non-tesla-evs-are-having-a-hard-time-using-supercharger-1851662200?_gl=1*169sb8c*_ga*MTM0NDQ4ODA2My4xNzIyMzc4NDE0*_ga_V4QNJTT5L0*MTcyODMwMTQ1Ny4xMTguMS4xNzI4MzA1Njk0LjU3LjAuMA.."">appealing</a>.  One company is making a valiant attempt with its new gas station-like EV chargers. </p><p><a href=""https://qz.com/rove-ev-charger-gas-station-california-1851667059"">Read more...</a></p>",Others
102,Bankrupt EV startup Fisker left its abandoned headquarters in 'complete disarray',https://qz.com/fisker-bankruptcy-evs-headquarters-lawsuit-1851667041,2024-10-07 18:18:00,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1b6194a6700ba7915bcebc87bf5f1507.png"" /><p><strong>Read more</strong>: <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/fisker-bankruptcy-ocean-recalls-cost-doj-evs-1851668617"" rel=""noopener noreferrer"" target=""_blank"">Fisker’s legal troubles keep getting worse</a></p><p><a href=""https://qz.com/fisker-bankruptcy-evs-headquarters-lawsuit-1851667041"">Read more...</a></p>",Others
103,Kashmir and Haryana prove India exit polls wrong,https://www.bbc.com/news/articles/cx2y4ew10wxo,2024-10-08 12:15:30,India's ruling BJP appears on course to hold Haryana state but is heading for defeat in Kashmir.,Others
104,'Our son died. Now we can use his sperm to have a grandchild',https://www.bbc.com/news/articles/cnvdgv6rejvo,2024-10-09 08:47:10,An Indian court has cleared the way for a couple to use their dead son's frozen sperm.,Others
105,Teen breaks record by climbing Earth's highest peaks,https://www.bbc.com/news/articles/c869y6qx6e4o,2024-10-09 10:36:27,"The 18-year-old has become the youngest person to summit all 14 of the world's 8,000m peaks.",Others
106,Indian financial aid opens 'new chapter' with Maldives,https://www.bbc.com/news/articles/cly4eq78k5qo,2024-10-07 12:24:15,The deal comes as the Maldives president visits Delhi after relations nosedived in recent months.,Others
107,Why are there so many dropped catches at T20 World Cup?,https://www.bbc.com/sport/cricket/articles/cg78yd0p088o,2024-10-06 20:01:57,BBC Sport looks at the significant number of dropped catches at the Women's T20 World Cup so far and the possible explanations.,Others
108,Climbers rescued after three days in the Himalayas,https://www.bbc.com/news/articles/c93y147z4pdo,2024-10-06 16:14:26,"A British climber who went missing in the Himalayas has spoken of her relief after surviving for two days in ""brutal"" conditions that put her life in danger.",Others
109,India government says criminalising marital rape 'excessively harsh',https://www.bbc.com/news/articles/c80r38yeempo,2024-10-04 06:32:38,The government has opposed petitions in the country's top court that seek criminalisation of marital rape.,Others
110,The Polish artist who painted Hindu gods in Indian palaces,https://www.bbc.com/news/articles/c8xe17pegrno,2024-10-04 23:21:43,Stefan Norblin painted beautiful murals in the art deco style for Indian maharajas in the 1940s.,Others
111,How India became a Test cricket powerhouse,https://www.bbc.com/news/articles/cz6w0lygq22o,2024-10-03 21:27:11,"More than 90 years after its first Test match, India boasts more victories in the format than losses.",Others
112,India's iconic tramcars set to ride into Kolkata sunset,https://www.bbc.com/news/articles/ckgn4mzn224o,2024-10-01 23:30:25,Kolkata's iconic trams are in danger of being shut down entirely. But activists are fighting back.,Others
113,"My mission is to take Tamil music global, says Sid Sriram",https://www.bbc.com/news/articles/cvgwwqpdj74o,2024-10-06 00:25:44,"The Indian-born, American-raised artist is going to perform his biggest solo UK show.",Others
114,India's top court saves a poor student's college dream,https://www.bbc.com/news/articles/cx25nq12n10o,2024-10-03 09:24:47,Atul Kumar missed the deadline to pay his college fee by a few seconds - then a court stepped in to help him.,Others
115,The 'mastermind' behind India's biggest jailbreak,https://www.bbc.com/news/articles/c1dd9rj3vmyo,2024-10-01 01:48:53,"Nearly 20 years ago, 389 men escaped from an Indian jail, led by a man believed to have planned the breakout.",Others
116,The world’s diamond polishing capital feels Ukraine war impact,https://www.bbc.com/news/articles/c1e866ypp1zo,2024-09-30 01:04:21,Wars and recession in key Western markets have left India's diamond industry workers distraught and jobless.,Others
117,"Sold out in minutes, resold for millions: Coldplay tickets spark outrage in India",https://www.bbc.com/news/articles/c99v12e3yj4o,2024-09-29 01:24:50,"Coldplay's concerts in Mumbai sold out in minutes and now resellers are charging up to $10,000 for a ticket.",Others
118,A famed holy sweet in an unsavoury row in India,https://www.bbc.com/news/articles/cglkenxgd5xo,2024-09-26 21:41:55,The famous Tirupati temple laddus are prized by devotees who consider them god’s blessing.,Others
119,Your essential guide to the ICC Women's T20 World Cup,https://www.bbc.com/sport/cricket/articles/c99vp4yyyyxo,2024-10-01 07:59:27,The Women's T20 World Cup in the United Arab Emirates starts on 3 October - here's everything you need to know about the ninth edition.,Others
120,The Kashmiri politician whose return from jail ruffled feathers,https://www.bbc.com/news/articles/cgj4l01q9jgo,2024-09-26 01:00:04,A court has allowed jailed lawmaker Engineer Rashid to return to Kashmir to campaign in regional polls.,Others
121,Death of Indian employee sparks debate on 'toxic work culture',https://www.bbc.com/news/articles/c0kjgp4jr5yo,2024-09-24 21:39:31,"Anna Perayil's parents allege she died four months after starting a job because of ""overwhelming work stress"".",Others
122,Tigers and crocs make mangrove preservation tough work,https://www.bbc.com/news/articles/crrldyvqe4xo,2024-09-23 23:09:02,To help preserve mangrove forests researchers have to take on demanding field work.,Others
123,How Punjabi megastar Diljit Dosanjh is inspiring the next gen,https://www.bbc.com/news/articles/cwy9gln6lz6o,2024-09-21 23:51:46,The biggest Punjabi singer in the world brings his Dil-Luminati tour to the UK.,Others
124,Hema committee report: Why are India's biggest film stars silent?,https://www.bbc.com/news/articles/cn9dgjd8rewo,2024-09-19 21:39:03,"The stars’ silence on a report exposing poor working conditions and sexual harassment in Kerala’s film industry is deafening, say critics.",Others
125,"Volunteers dying as Russia’s war dead tops 70,000",https://www.bbc.com/news/articles/cjr3255gpjgo,2024-09-19 23:12:45,The governments of India and Nepal have called on Moscow to stop sending their citizens to Ukraine and repatriate the bodies of the dead.,Others
126,Why hundreds of Samsung workers are protesting in India,https://www.bbc.com/news/articles/c7488w85n00o,2024-09-19 13:51:52,About 1500 workers in Tamil Nadu state have been striking work for the past 11 days.,Others
127,'Please save me': The Indians duped into fighting for Russia,https://www.bbc.com/news/articles/cly6ve2x72xo,2024-09-18 08:11:06,Dozens of Indian men have been discharged from the Russian army and are making their way home.,Others
128,"After a decade, Kashmir votes in historic elections",https://www.bbc.com/news/articles/cpw84kv9q8yo,2024-09-16 08:31:13,This is the first assembly election since PM Modi's government revoked Kashmir's special status in 2019.,Others
129,The German woman who helped build an Indian university,https://www.bbc.com/news/articles/cn020ywgx2yo,2024-09-16 21:41:27,Gerda Philipsborn left her home in Germany to help her three Indian friends set up Jamia Millia Islamia.,Others
130,India's oldest trams may soon be brought to a halt,https://www.bbc.com/news/articles/cr54qr64n1qo,2024-10-01 12:27:53,Authorities in the eastern city of Kolkata announced plans to discontinue its iconic trams first set up in 1873.,Others
131,Kolkata night protest: 'Today I witnessed history',https://www.bbc.com/news/videos/ce3106yz19do,2024-08-15 10:22:01,A young woman was among thousands who took part in a march in India's West Bengal. This is what she saw.,Others
132,Watch: Thousands of women protest about rape and murder of doctor in India,https://www.bbc.com/news/videos/czx67lknn54o,2024-08-15 08:56:44,Women led a march in West Bengal state after a female doctor's brutal rape and murder last week.,Others
133,Watch: Building collapses into river in Himachal Pradesh,https://www.bbc.com/news/videos/c1vdw9546wwo,2024-08-01 07:44:51,"No-one was injured in the incident, which took place due to heavy rainfall.",Others
134,"Watch: Blue screens, queues and airport delays worldwide",https://www.bbc.com/news/videos/cz7ejpld988o,2024-07-19 11:51:09,"Many flights have been grounded, with huge queues and delays at airports all over the world.",Others
135,Lavish Ambani wedding divides opinions in India,https://www.bbc.com/news/videos/cgr5073mz74o,2024-07-12 13:22:41,The noise around the lavish wedding has drawn public fascination - and ire.,Others
136,"Former PMs, film and sports stars join Ambani wedding",https://www.bbc.com/news/videos/cv2gnv34kyeo,2024-07-12 21:10:01,Tony Blair and Boris Johnson were among guests to arrive at the wedding of a billionaire's son.,Others
137,WATCH: Families mourn victims of deadly India crush,https://www.bbc.com/news/videos/cw4ypql875ko,2024-07-03 09:42:54,"At least 121 people, mostly women, were killed in the crush at a religious event in northern India.",Others
138,Watch: Delhi airport roof collapses due to heavy rain,https://www.bbc.com/news/videos/c134zdz2nnro,2024-06-28 07:43:43,The incident has left one person dead and injured four others.,Others
139,What worked for India's Modi - and what didn’t?,https://www.bbc.com/news/articles/ce442577v35o,2024-06-04 15:32:32,Indian Prime Minister Narendra Modi and his party have won the most seats in this year's election.,Others
140,"Arrests, accusations and AI: India’s election unpacked",https://www.bbc.com/news/videos/cqqq2g653gro,2024-06-01 23:07:59,"On 4 June, Indians will find out who governs their country for the next five years.",Others
